eco	name	pgn	uci_moves	games
B12	Caro-Kann Defense: Advance Variation, Van der Wiel Attack	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 e6 5. g4 Bg6 6. Nge2 c5 7. h4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'b1c3', 'e7e6', 'g2g4', 'f5g6', 'g1e2', 'c6c5', 'h2h4']	48529
B12	Caro-Kann Defense: Advance Variation, Van der Wiel Attack, Dreyev Defense	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 Qb6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'b1c3', 'd8b6']	19705
B12	Caro-Kann Defense: Advance, Short Variation	1. e4 c6 2. d4 d5 3. e5 Bf5 4. c3 e6 5. Be2	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'c2c3', 'e7e6', 'f1e2']	14297
B12	Caro-Kann Defense: De Bruycker Defense	1. e4 c6 2. d4 Na6	['e2e4', 'c7c6', 'd2d4', 'b8a6']	100959
B12	Caro-Kann Defense: De Bruycker Defense	1. e4 c6 2. d4 Na6 3. Nc3 Nc7	['e2e4', 'c7c6', 'd2d4', 'b8a6', 'b1c3', 'a6c7']	19630
B12	Caro-Kann Defense: Edinburgh Variation	1. e4 c6 2. d4 d5 3. Nd2 Qb6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd8b6']	6725
B12	Caro-Kann Defense: Maróczy Variation	1. e4 c6 2. d4 d5 3. f3	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'f2f3']	2595241
B12	Caro-Kann Defense: Maróczy Variation, Maróczy Gambit	1. e4 c6 2. d4 d5 3. f3 dxe4 4. fxe4 e5 5. Nf3 exd4 6. Bc4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'f2f3', 'd5e4', 'f3e4', 'e7e5', 'g1f3', 'e5d4', 'f1c4']	180975
B12	Caro-Kann Defense: Masi Variation	1. e4 c6 2. d4 Nf6	['e2e4', 'c7c6', 'd2d4', 'g8f6']	323391
B12	Caro-Kann Defense: Massachusetts Defense	1. e4 c6 2. d4 f5	['e2e4', 'c7c6', 'd2d4', 'f7f5']	15642
B12	Caro-Kann Defense: Mieses Attack, Landau Gambit	1. e4 c6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. e6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'f1d3', 'g8f6', 'e4e5', 'f6d7', 'e5e6']	2082
B12	Caro-Kann Defense: Mieses Gambit	1. e4 c6 2. d4 d5 3. Be3	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'c1e3']	68895
B12	Caro-Kann Defense: Modern Variation	1. e4 c6 2. d4 d5 3. Nd2	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2']	2740110
B12	Caro-Kann Defense: Ulysses Gambit	1. e4 c6 2. d4 d5 3. Nf3 dxe4 4. Ng5	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'g1f3', 'd5e4', 'f3g5']	569242
B13	Caro-Kann Defense: Exchange Variation	1. e4 c6 2. d4 d5 3. exd5	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5']	22247585
B13	Caro-Kann Defense: Exchange Variation, Bulla Attack	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. g4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'g2g4']	2819
B13	Caro-Kann Defense: Exchange Variation, Rubinstein Variation	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nc6 5. c3 Nf6 6. Bf4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'f1d3', 'b8c6', 'c2c3', 'g8f6', 'c1f4']	828186
B13	Caro-Kann Defense: Panov Attack	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4']	6195119
B13	Caro-Kann Defense: Panov Attack	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3']	2756804
B13	Caro-Kann Defense: Panov Attack, Gunderam Attack	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. c5	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'c4c5']	167664
B13	Caro-Kann Defense: Panov Attack, Modern Defense	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'b8c6']	1291811
B13	Caro-Kann Defense: Panov Attack, Modern Defense, Carlsbad Line	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 e6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'b8c6', 'c1g5', 'e7e6']	128163
B13	Caro-Kann Defense: Panov Attack, Modern Defense, Czerniak Line	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qa5	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'b8c6', 'c1g5', 'd8a5']	5161
B13	Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Nf3 Bg4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'b8c6', 'g1f3', 'c8g4']	888467
B13	Caro-Kann Defense: Panov Attack, Modern Defense, Reifir-Spielmann Line	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qb6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'b8c6', 'c1g5', 'd8b6']	2140
B13	Caro-Kann Defense: Panov-Botvinnik, Herzog Defense	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 dxc4 7. d5 Na5	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'b8c6', 'c1g5', 'd5c4', 'd4d5', 'c6a5']	1727
B14	Caro-Kann Defense: Panov Attack	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'e7e6']	1404970
B14	Caro-Kann Defense: Panov Attack, Fianchetto Defense	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 g6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'g7g6']	323655
B14	Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 g6 6. cxd5 Bg7	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'g7g6', 'c4d5', 'f8g7']	91941
B14	Caro-Kann Defense: Panov Attack, Main Line	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4', 'g8f6', 'b1c3', 'e7e6', 'g1f3', 'f8b4']	567028
B15	Caro-Kann Defense	1. e4 c6 2. d4 d5 3. Nc3	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3']	18140308
B15	Caro-Kann Defense	1. e4 c6 2. d4 d5 3. Nc3 dxe4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4']	13729080
B15	Caro-Kann Defense: Alekhine Gambit	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Bd3	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'g8f6', 'f1d3']	305998
B15	Caro-Kann Defense: Campomanes Attack	1. e4 c6 2. d4 d5 3. Nc3 Nf6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'g8f6']	1862868
B15	Caro-Kann Defense: Forgacs Variation	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'g8f6', 'e4f6', 'e7f6', 'f1c4']	345994
B15	Caro-Kann Defense: Gurgenidze Counterattack	1. e4 c6 2. d4 d5 3. Nc3 b5	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'b7b5']	90597
B15	Caro-Kann Defense: Gurgenidze System	1. e4 c6 2. d4 d5 3. Nc3 g6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'g7g6']	414351
B15	Caro-Kann Defense: Main Line	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4']	14824695
B15	Caro-Kann Defense: Rasa-Studier Gambit	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. f3	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'f2f3']	875979
B15	Caro-Kann Defense: Tartakower Variation	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'g8f6', 'e4f6', 'e7f6']	2926339
B15	Caro-Kann Defense: von Hennig Gambit	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Bc4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'f1c4']	206698
B16	Caro-Kann Defense: Bronstein-Larsen Variation	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ gxf6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'g8f6', 'e4f6', 'g7f6']	597129
B16	Caro-Kann Defense: Finnish Variation	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 h6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'h7h6']	46282
B17	Caro-Kann Defense: Karpov Variation	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'b8d7']	1787388
B17	Caro-Kann Defense: Karpov Variation, Modern Main Line	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5 Ngf6 6. Bd3 e6 7. N1f3 Bd6 8. Qe2 h6 9. Ne4 Nxe4 10. Qxe4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'b8d7', 'e4g5', 'g8f6', 'f1d3', 'e7e6', 'g1f3', 'f8d6', 'd1e2', 'h7h6', 'g5e4', 'f6e4', 'e2e4']	11751
B17	Caro-Kann Defense: Karpov Variation, Modern Variation	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'b8d7', 'e4g5']	123921
B17	Caro-Kann Defense: Karpov Variation, Modern Variation, Ivanchuk Defense	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5 Ndf6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'b8d7', 'e4g5', 'd7f6']	12533
B17	Caro-Kann Defense: Karpov Variation, Modern Variation, Kasparov Attack	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Ng3	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'b8d7', 'g1f3', 'g8f6', 'e4g3']	377434
B17	Caro-Kann Defense: Karpov Variation, Smyslov Variation	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Ng5 e6 7. Qe2 Nb6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'b8d7', 'f1c4', 'g8f6', 'e4g5', 'e7e6', 'd1e2', 'd7b6']	49978
B17	Caro-Kann Defense: Karpov Variation, Smyslov Variation, Main Line	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Ng5 e6 7. Qe2 Nb6 8. Bb3	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'b8d7', 'f1c4', 'g8f6', 'e4g5', 'e7e6', 'd1e2', 'd7b6', 'c4b3']	31298
B17	Caro-Kann Defense: Karpov Variation, Tiviakov-Fischer Attack	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Nxf6+ Nxf6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'b8d7', 'f1c4', 'g8f6', 'e4f6', 'd7f6']	21674
B18	Caro-Kann Defense: Classical Variation	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'c8f5']	6790496
B18	Caro-Kann Defense: Classical Variation, Flohr Variation	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. Nh3	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'c8f5', 'e4g3', 'f5g6', 'g1h3']	129341
B18	Caro-Kann Defense: Classical Variation, Main Line	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'c8f5', 'e4g3', 'f5g6', 'h2h4']	1683772
B18	Caro-Kann Defense: Classical Variation, Maróczy Attack	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. f4	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'c8f5', 'e4g3', 'f5g6', 'f2f4']	160887
B19	Caro-Kann Defense: Classical Variation	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'c8f5', 'e4g3', 'f5g6', 'h2h4', 'h7h6', 'g1f3', 'b8d7']	833795
B19	Caro-Kann Defense: Classical Variation, Lobron System	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5 Bh7 9. Bd3 Bxd3 10. Qxd3 e6 11. Bd2 Ngf6 12. O-O-O Be7	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'c8f5', 'e4g3', 'f5g6', 'h2h4', 'h7h6', 'g1f3', 'b8d7', 'h4h5', 'g6h7', 'f1d3', 'h7d3', 'd1d3', 'e7e6', 'c1d2', 'g8f6', 'e1c1', 'f8e7']	137546
B19	Caro-Kann Defense: Classical Variation, Seirawan Variation	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5 Bh7 9. Bd3 Bxd3 10. Qxd3 Ngf6 11. Bd2 e6 12. O-O-O Bd6	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'c8f5', 'e4g3', 'f5g6', 'h2h4', 'h7h6', 'g1f3', 'b8d7', 'h4h5', 'g6h7', 'f1d3', 'h7d3', 'd1d3', 'g8f6', 'c1d2', 'e7e6', 'e1c1', 'f8d6']	105851
B19	Caro-Kann Defense: Classical Variation, Spassky Variation	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5	['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4', 'c8f5', 'e4g3', 'f5g6', 'h2h4', 'h7h6', 'g1f3', 'b8d7', 'h4h5']	633561
B20	Sicilian Defense	1. e4 c5	['e2e4', 'c7c5']	502221832
B20	Sicilian Defense: Amazon Attack	1. e4 c5 2. Qg4	['e2e4', 'c7c5', 'd1g4']	85472
B20	Sicilian Defense: Big Clamp Formation	1. e4 c5 2. d3 Nc6 3. c3 d6 4. f4	['e2e4', 'c7c5', 'd2d3', 'b8c6', 'c2c3', 'd7d6', 'f2f4']	68630
B20	Sicilian Defense: Bowdler Attack	1. e4 c5 2. Bc4	['e2e4', 'c7c5', 'f1c4']	48396876
B20	Sicilian Defense: Brick Variation	1. e4 c5 2. Nh3	['e2e4', 'c7c5', 'g1h3']	88400
B20	Sicilian Defense: Euwe Attack, Prins Gambit	1. e4 c5 2. b3 d5 3. Bb2	['e2e4', 'c7c5', 'b2b3', 'd7d5', 'c1b2']	68186
B20	Sicilian Defense: Gloria Variation	1. e4 c5 2. c4 d6 3. Nc3 Nc6 4. g3 h5	['e2e4', 'c7c5', 'c2c4', 'd7d6', 'b1c3', 'b8c6', 'g2g3', 'h7h5']	1312
B20	Sicilian Defense: Grob Variation	1. e4 c5 2. g4	['e2e4', 'c7c5', 'g2g4']	89645
B20	Sicilian Defense: Keres Variation	1. e4 c5 2. Ne2	['e2e4', 'c7c5', 'g1e2']	1174174
B20	Sicilian Defense: King David's Opening	1. e4 c5 2. Ke2	['e2e4', 'c7c5', 'e1e2']	81675
B20	Sicilian Defense: Kronberger Variation	1. e4 c5 2. Na3	['e2e4', 'c7c5', 'b1a3']	127497
B20	Sicilian Defense: Kronberger Variation, Nemeth Gambit	1. e4 c5 2. Na3 Nc6 3. d4 cxd4 4. Bc4	['e2e4', 'c7c5', 'b1a3', 'b8c6', 'd2d4', 'c5d4', 'f1c4']	290
B20	Sicilian Defense: Lasker-Dunne Attack	1. e4 c5 2. g3	['e2e4', 'c7c5', 'g2g3']	2647552
B20	Sicilian Defense: Mengarini Variation	1. e4 c5 2. a3	['e2e4', 'c7c5', 'a2a3']	2433748
B20	Sicilian Defense: Myers Attack, with a4	1. e4 c5 2. a4	['e2e4', 'c7c5', 'a2a4']	153743
B20	Sicilian Defense: Myers Attack, with h4	1. e4 c5 2. h4	['e2e4', 'c7c5', 'h2h4']	123281
B20	Sicilian Defense: Snyder Variation	1. e4 c5 2. b3	['e2e4', 'c7c5', 'b2b3']	2482481
B20	Sicilian Defense: Snyder Variation, Queen Fianchetto Variation	1. e4 c5 2. b3 b6	['e2e4', 'c7c5', 'b2b3', 'b7b6']	25516
B20	Sicilian Defense: Staunton-Cochrane Variation	1. e4 c5 2. c4	['e2e4', 'c7c5', 'c2c4']	7359956
B20	Sicilian Defense: Wing Gambit	1. e4 c5 2. b4	['e2e4', 'c7c5', 'b2b4']	4066523
B20	Sicilian Defense: Wing Gambit, Abrahams Variation	1. e4 c5 2. b4 cxb4 3. Bb2	['e2e4', 'c7c5', 'b2b4', 'c5b4', 'c1b2']	128530
B20	Sicilian Defense: Wing Gambit, Carlsbad Variation	1. e4 c5 2. b4 cxb4 3. a3 bxa3	['e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3', 'b4a3']	754393
B20	Sicilian Defense: Wing Gambit, Marienbad Variation	1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Bb2	['e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3', 'd7d5', 'e4d5', 'd8d5', 'c1b2']	5249
B20	Sicilian Defense: Wing Gambit, Marshall Variation	1. e4 c5 2. b4 cxb4 3. a3	['e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3']	1389928
B20	Sicilian Defense: Wing Gambit, Nanu Gambit	1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Nf3 e5 6. c4 Qe6 7. Bd3	['e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3', 'd7d5', 'e4d5', 'd8d5', 'g1f3', 'e7e5', 'c2c4', 'd5e6', 'f1d3']	483
B20	Sicilian Defense: Wing Gambit, Romanian Defense	1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Nf3 e5 6. Bb2 Nc6 7. c4 Qe6	['e2e4', 'c7c5', 'b2b4', 'c5b4', 'a2a3', 'd7d5', 'e4d5', 'd8d5', 'g1f3', 'e7e5', 'c1b2', 'b8c6', 'c2c4', 'd5e6']	724
B20	Sicilian Defense: Wing Gambit, Santasiere Variation	1. e4 c5 2. b4 cxb4 3. c4	['e2e4', 'c7c5', 'b2b4', 'c5b4', 'c2c4']	4540
B21	Bird Opening: Dutch Variation, Batavo Gambit	1. e4 c5 2. f4 d5 3. Nf3 dxe4	['e2e4', 'c7c5', 'f2f4', 'd7d5', 'g1f3', 'd5e4']	304534
B21	Sicilian Defense: Coles Sicilian Gambit	1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qd1 Nf6 5. Bc4	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'd1d4', 'b8c6', 'd4d1', 'g8f6', 'f1c4']	17813
B21	Sicilian Defense: Halasz Gambit	1. e4 c5 2. d4 cxd4 3. f4	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'f2f4']	166448
B21	Sicilian Defense: McDonnell Attack	1. e4 c5 2. f4	['e2e4', 'c7c5', 'f2f4']	23226361
B21	Sicilian Defense: McDonnell Attack, Tal Gambit	1. e4 c5 2. f4 d5 3. exd5 Nf6	['e2e4', 'c7c5', 'f2f4', 'd7d5', 'e4d5', 'g8f6']	241296
B21	Sicilian Defense: Morphy Gambit	1. e4 c5 2. d4 cxd4 3. Nf3	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'g1f3']	4359546
B21	Sicilian Defense: Morphy Gambit, Andreaschek Gambit	1. e4 c5 2. d4 cxd4 3. Nf3 e5 4. c3	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'g1f3', 'e7e5', 'c2c3']	239196
B21	Sicilian Defense: Smith-Morra Gambit	1. e4 c5 2. d4	['e2e4', 'c7c5', 'd2d4']	43190858
B21	Sicilian Defense: Smith-Morra Gambit	1. e4 c5 2. d4 cxd4 3. c3	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3']	15110136
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Chicago Defense	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 d6 5. Nf3 e6 6. Bc4 Nf6 7. O-O a6	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'd7d6', 'g1f3', 'e7e6', 'f1c4', 'g8f6', 'e1g1', 'a7a6']	77022
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 d6 6. Bc4 a6 7. O-O Nf6	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'g1f3', 'd7d6', 'f1c4', 'a7a6', 'e1g1', 'g8f6']	167738
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 g6	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'g1f3', 'g7g6']	575631
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Finegold Defense	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 e6 5. Nf3 d6 6. Bc4 a6 7. O-O Be7 8. Qe2 Nf6	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'e7e6', 'g1f3', 'd7d6', 'f1c4', 'a7a6', 'e1g1', 'f8e7', 'd1e2', 'g8f6']	75465
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Kan Formation	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 e6 5. Nf3 a6	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'e7e6', 'g1f3', 'a7a6']	574139
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Larsen Defense	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Qc7 7. Qe2 a6 8. O-O Bd6	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'f1c4', 'd8c7', 'd1e2', 'a7a6', 'e1g1', 'f8d6']	9078
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Bc5	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'f1c4', 'f8c5']	92458
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense Deferred	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 a6 7. O-O b5 8. Bb3 Bc5	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'f1c4', 'a7a6', 'e1g1', 'b7b5', 'c4b3', 'f8c5']	11248
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 a6	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'f1c4', 'a7a6']	857607
B21	Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense	1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Bb4	['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'g1f3', 'e7e6', 'f1c4', 'f8b4']	502871
